Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
CHF 18210,Center console boat,Saver power boats,"new boat from stock,Unleaded",2020,5.83,2.03,GRP,Switzerland,247
CHF 18200,Fishing Boat,Lund Boats power boats,new boat from stock,2020,4.95,2.03,Aluminium,Switzerland,241
CHF 18200,Motor Yacht,Mariah power boats,"Used boat,Unleaded",1997,6.5,2.5,Thermoplastic,Switzerland,331
EUR 17500,"Classic,Launch",,Used boat,1960,6.85,2.3,Wood,Netherlands,96
EUR 17500,Deck Boat,Quicksilver power boats,"Used boat,Unleaded",2005,6.22,2.47,PVC,France,144
EUR 17500,Motor Yacht,,Used boat,1976,10.0,3.2,Steel,Netherlands,103
EUR 17500,Motor Yacht,,Used boat,1930,22.0,4.7,Steel,Netherlands,136
EUR 17500,Pilothouse,Ocqueteau power boats,"Used boat,Gas",2010,5.4,2.4,GRP,Portugal,192
EUR 17500,Classic,,"Used boat,Unleaded",1960,5.0,2.1,Wood,Netherlands,185
EUR 17500,Trawler,Pedro power boats,Used boat,1984,8.6,2.8,Steel,Netherlands,149
EUR 17490,Cabin Boat,Hanto power boats,"Used boat,Diesel",1984,7.0,2.0,GRP,Germany,164
EUR 17490,Cabin Boat,Winga power boats,"Used boat,Diesel",1977,7.5,2.75,GRP,Germany,162
CHF 18900,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2019,5.0,1.94,Aluminium,Switzerland,215
CHF 18900,Center console boat,Italmar power boats,Display Model,0,5.7,2.2,GRP,Switzerland,237
EUR 17500,Trawler,,Used boat,1978,8.5,3.25,Steel,Netherlands,199
CHF 18900,Sport Boat,Campion power boats,"Used boat,Unleaded",2001,5.71,2.34,Plastic,Switzerland,335
CHF 18900,Sport Boat,Sunbird power boats,"Used boat,Unleaded",1990,6.5,2.45,Plastic,Switzerland,686
CHF 19500,Water ski,Correct Craft power boats,"Used boat,Unleaded",1998,5.9,2.32,GRP,Switzerland,1028
CHF 19500,Pilothouse,Pegazus power boats,new boat from stock,0,5.4,2.54,GRP,Switzerland,349
CHF 19500,Pontoon Boat,Ranieri International power boats,"Used boat,Unleaded",2020,4.99,2.06,,Switzerland,409
EUR 18000,Deck Boat,,"Used boat,Diesel",2014,6.5,2.25,,Netherlands,53
EUR 18000,Sport Boat,Tullio Abbate power boats,Used boat,1986,7.5,2.3,,Italy,293
EUR 18000,Sport Boat,Tullio Abbate power boats,"Used boat,Unleaded",2004,6.53,2.29,,Italy,132
EUR 18000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1990,7.96,2.47,GRP,Portugal,375
EUR 18000,Pilothouse,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2003,6.2,2.0,GRP,Italy,333
EUR 18000,Cabin Boat,Saura power boats,"Used boat,Diesel",1993,7.35,2.72,GRP,Spain,129
EUR 18000,Sport Boat,Yamarin power boats,"Used boat,Unleaded",2004,6.21,2.48,PVC,Spain,211
EUR 18000,Sport Boat,Nidelv power boats,"Used boat,Unleaded",1996,6.1,2.3,,Portugal,188
EUR 18000,Flybridge,Bayliner power boats,"Used boat,Unleaded",1993,8.0,2.94,GRP,Italy,334
EUR 18000,Bowrider,Ebbtide power boats,"Used boat,Unleaded",2009,5.59,2.29,PVC,Spain,119
EUR 18000,Sport Boat,,"Used boat,Diesel",1989,7.06,2.36,GRP,Italy,136
EUR 18000,Pilothouse,,"Used boat,Diesel",1981,8.8,3.5,GRP,Italy,132
EUR 18800,Bowrider,Bayliner power boats,Used boat,0,7.26,2.4,,France,118
EUR 18800,Sport Boat,Drago Boats power boats,"Used boat,Unleaded",2015,5.33,2.25,PVC,France,110
EUR 18750,Center console boat,Clear power boats,new boat from stock,2020,6.15,2.27,GRP,Germany,149
EUR 18700,Center console boat,,"Used boat,Unleaded",2019,6.0,2.0,GRP,Germany,139
EUR 18700,Sport Boat,Nor-Dan power boats,"Used boat,Unleaded",1990,6.5,2.4,GRP,Germany,254
EUR 18690,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,6.1,2.4,GRP,Switzerland,324
CHF 20000,Cabin Boat,Donzi power boats,"Used boat,Unleaded",1991,7.62,2.59,GRP,Switzerland,220
CHF 19990,Sport Boat,Sea-Doo power boats,"Used boat,Unleaded",2008,4.67,2.16,GRP,Switzerland,540
CHF 19990,Cabin Boat,Chris Craft power boats,"Used boat,Unleaded",1991,7.22,2.57,GRP,Switzerland,339
EUR 18620,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2020,5.52,2.43,,Italy,73
EUR 18600,Pilothouse,,"Used boat,Diesel",1985,7.0,2.6,GRP,Croatia,387
CHF 20100,Fishing Boat,Smartliner power boats,new boat from stock,2020,6.4,2.25,GRP,Switzerland,185
CHF 19900,Runabout,Safter Marine power boats,new boat from stock,2020,5.0,1.9,GRP,Switzerland,401
CHF 19900,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1993,6.14,2.34,Plastic,Switzerland,2026
DKK 137800,Center console boat,Yamarin power boats,new boat from stock,2020,4.0,2.0,,Denmark,95
EUR 18515,Sport Boat,Yamarin power boats,new boat from stock,2020,4.86,1.96,Aluminium,Germany,145
EUR 19500,Trawler,Beachcraft power boats,Used boat,1981,8.2,3.1,Steel,Netherlands,118
EUR 19500,Cabin Boat,Waterland power boats,Used boat,1975,8.2,3.1,GRP,Netherlands,101
EUR 19500,Cabin Boat,KOK power boats,Used boat,2005,6.1,2.25,Steel,Netherlands,78
EUR 19500,Motor Yacht,Mazury power boats,"Used boat,Unleaded",2010,5.0,2.27,GRP,Germany,273
EUR 19500,Cabin Boat,Sea Ray power boats,Used boat,1996,8.95,2.59,GRP,Steinwiesen,778
EUR 19490,Cabin Boat,Bayliner power boats,Unleaded,2003,5.89,2.37,GRP,Germany,261
CHF 21000,Pontoon Boat,Calcagno power boats,"Used boat,Diesel",2014,5.95,2.27,GRP,Switzerland,163
CHF 21000,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",0,6.1,2.24,GRP,Switzerland,307
CHF 20950,Motor Yacht,Pacific Craft power boats,"new boat from stock,Unleaded",2018,4.99,1.97,GRP,Switzerland,183
EUR 19301,Cabin Boat,Drago Boats power boats,"new boat from stock,Unleaded",0,5.5,2.02,GRP,Germany,227
EUR 19300,Center console boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.1,2.1,GRP,Germany,117
CHF 20800,Pontoon Boat,MÃ¤ndli power boats,new boat from stock,2020,9.0,1.7,Wood,Switzerland,235
EUR 19900,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,6.12,2.44,GRP,Italy,217
EUR 19900,Sport Boat,Galia power boats,"new boat from stock,Unleaded",2018,4.78,1.95,GRP,Germany,121
EUR 19900,Flybridge,,"Used boat,Diesel",1980,9.0,3.0,GRP,Germany,355
EUR 19900,Motor Yacht,Cytra power boats,"Used boat,Unleaded",1976,9.0,3.2,GRP,Germany,314
EUR 19900,Motor Yacht,Crownline power boats,Used boat,1997,7.5,2.59,GRP,Netherlands,122
EUR 19900,Bowrider,Chris Craft power boats,"Used boat,Unleaded",1995,7.83,2.58,PVC,France,165
EUR 19900,Sport Boat,Bayliner power boats,"Used boat,Unleaded",1996,6.16,2.29,GRP,Germany,375
EUR 19900,Classic,Solcio power boats,"Used boat,Unleaded",1976,5.6,2.25,,Germany,130
EUR 19900,Sport Boat,Buster power boats,"Used boat,Unleaded",1994,4.95,1.97,Aluminium,Germany,80
EUR 19900,Pilothouse,Ala Blu power boats,"Used boat,Diesel",1996,5.97,2.45,,Italy,50
EUR 19900,Sport Boat,Kelt power boats,"Used boat,Unleaded",2002,6.97,2.44,PVC,France,89
EUR 19900,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2006,6.23,2.3,PVC,France,97
EUR 19900,Cabin Boat,Fjord power boats,"Used boat,Diesel",1984,8.15,2.9,GRP,Germany,280
EUR 19900,Sport Boat,Boesch power boats,"Used boat,Unleaded",1970,5.1,2.02,Wood,Germany,206
EUR 19900,Cabin Boat,Smartliner power boats,"Used boat,Unleaded",2017,5.7,2.25,GRP,Germany,159
EUR 19900,Motor Yacht,Doerak Sneek power boats,"Used boat,Diesel",1969,8.5,3.1,Steel,Belgium,157
EUR 20499,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,5.75,2.54,GRP,Germany,153
EUR 20490,Sport Boat,Sting power boats,new boat from stock,2018,6.08,2.37,GRP,Germany,115
CHF 22110,Center console boat,Sting power boats,new boat from stock,2020,5.3,2.15,GRP,Switzerland,118
CHF 22000,Sport Boat,Scand power boats,"Used boat,Unleaded",1989,8.5,3.0,GRP,Switzerland,537
CHF 22000,Pontoon Boat,Airon Marine power boats,"Used boat,Unleaded",1992,7.63,2.5,GRP,Switzerland,176
CHF 22000,Bowrider,Cranchi power boats,Used boat,1993,7.6,2.47,GRP,Switzerland,415
CHF 22000,Cabin Boat,Saga power boats,"Used boat,Diesel",1978,8.12,2.75,GRP,Switzerland,593
CHF 22000,Hardtop,Finnmaster power boats,"Used boat,Unleaded",2001,6.01,2.3,GRP,Switzerland,527
CHF 22000,Sport Boat,Draco power boats,"Used boat,Unleaded",1993,6.77,2.28,GRP,Switzerland,265
CHF 22000,Pilothouse,Sessa power boats,"Used boat,Unleaded",2006,6.5,2.43,GRP,Switzerland,466
CHF 21990,Sport Boat,Buster power boats,new boat from stock,0,5.13,1.99,Aluminium,Switzerland,159
CHF 21740,Center console boat,DarekCo power boats,"new boat from stock,Unleaded",0,5.5,2.15,GRP,Switzerland,274
CHF 21900,Trawler,,"Used boat,Diesel",1972,7.8,2.6,Steel,Switzerland,319
CHF 21900,Fishing Boat,FÃ¼llemann power boats,new boat on order,0,6.03,1.9,GRP,Switzerland,157
CHF 21900,Fishing Boat,FÃ¼llemann power boats,new boat on order,0,6.03,1.9,GRP,Switzerland,166
EUR 21396,Pilothouse,Jeanneau power boats,"new boat on order,Unleaded",2020,5.64,2.45,GRP,Germany,73
EUR 21396,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",0,5.64,2.45,GRP,Germany,116
EUR 21300,Center console boat,BMA power boats,new boat from stock,2020,6.89,2.5,,Italy,43
CHF 23000,Pilothouse,Atlantic Marine power boats,new boat from stock,2019,6.6,2.47,GRP,Switzerland,394
CHF 23000,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1992,7.0,2.43,GRP,Switzerland,863
CHF 23000,Sport Boat,Galia power boats,"Used boat,Unleaded",2020,4.75,1.9,GRP,Switzerland,235
CHF 22900,Sport Boat,Capelli power boats,"Used boat,Unleaded",2016,5.01,2.28,Hypalon,Switzerland,135
CHF 22900,Sport Boat,Rio Iberica power boats,"Used boat,Unleaded",2004,5.5,2.05,GRP,Switzerland,457
EUR 21090,Sport Boat,Yamarin power boats,new boat from stock,2019,5.67,2.25,GRP,Germany,135
EUR 21000,Sport Boat,Intermare power boats,"Used boat,Diesel",1991,6.45,2.4,GRP,Italy,49
EUR 21000,Bowrider,Cobalt power boats,"Used boat,Unleaded",1996,6.35,2.54,GRP,Italy,97
EUR 21000,Cabin Boat,Monterey power boats,"Used boat,Unleaded",1997,8.0,2.59,GRP,Italy,241
EUR 21000,Sport Boat,Azimut power boats,"Used boat,Diesel",1989,9.23,3.18,PVC,France,190
EUR 21000,Center console boat,Quicksilver power boats,"new boat from stock,Unleaded",2020,5.03,2.12,,France,62
EUR 21000,Cabin Boat,Kelt power boats,Used boat,1992,8.8,2.98,GRP,Netherlands,146
EUR 21000,Motor Yacht,Arkos power boats,Used boat,2016,6.47,2.49,,Malta,55
EUR 22000,Pilothouse,,"Used boat,Unleaded",2010,6.4,2.53,PVC,France,59
EUR 22000,Pilothouse,,"Used boat,Unleaded",2010,6.4,2.53,PVC,France,66
EUR 22000,Pilothouse,Ocqueteau power boats,"Used boat,Diesel",2002,7.4,2.72,,France,145
EUR 22000,Water ski,Correct Craft power boats,"Used boat,Unleaded",2007,6.0,2.33,GRP,Germany,141
EUR 22000,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2006,7.5,2.75,,France,139
EUR 22000,Flybridge,Riva power boats,"Used boat,Diesel",1978,10.45,3.43,GRP,Italy,352
EUR 22000,Motor Yacht,Cytra power boats,"Used boat,Diesel",1979,9.5,3.2,GRP,Germany,190
EUR 22000,Center console boat,Crownline power boats,"Used boat,Unleaded",1996,7.5,2.59,GRP,Italy,111
EUR 22000,Sport Boat,Ilver power boats,"Used boat,Unleaded",1989,7.0,2.48,GRP,Italy,100
EUR 22000,"Classic,Runabout",,"Used boat,Electric",1968,5.2,1.8,Wood,Austria,107
EUR 22000,Sport Boat,Four Winns power boats,"Used boat,Diesel",2004,6.65,2.54,,France,297
EUR 22000,Motor Yacht,Tullio Abbate power boats,Unleaded,1991,10.8,2.5,GRP,Germany,373
EUR 22000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",1992,6.83,2.55,,France,154
EUR 21999,Cabin Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,5.02,2.12,GRP,Germany,88
EUR 21990,Trawler,,Diesel,1980,10.0,3.0,Steel,Germany,145
EUR 22880,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.47,2.29,GRP,Germany,86
EUR 22850,Deck Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.65,2.2,GRP,Germany,140
DKK 169800,Sport Boat,Pioner power boats,new boat from stock,2020,5.0,2.0,,Denmark,63
EUR 22800,Deck Boat,Yamarin power boats,new boat from stock,2020,5.28,2.09,Aluminium,Germany,114
EUR 22772,Pontoon Boat,Sunchaser power boats,"new boat from stock,Unleaded",2018,5.18,2.29,Aluminium,Portugal,87
EUR 22770,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,6.74,2.55,GRP,Germany,98
EUR 22765,Pilothouse,Jeanneau power boats,new boat on order,2020,5.79,2.46,GRP,Germany,49
EUR 22764,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",0,5.79,2.46,GRP,Germany,71
DKK 169000,Sport Boat,Campion power boats,Used boat,2007,5.0,2.0,,Denmark,95
EUR 22700,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2003,7.15,2.51,PVC,France,110
EUR 22680,Motor Yacht,Master power boats,new boat on order,2020,5.42,2.32,GRP,France,142
CHF 24500,Offshore Boat,Baja power boats,"Used boat,Unleaded",1988,7.28,2.54,GRP,Switzerland,422
CHF 24500,Classic,Chris Craft power boats,"Used boat,Unleaded",1976,9.3,3.4,GRP,Switzerland,417
CHF 24500,"Cabin Boat,Sport Boat,Wakeboard/Wakesurf",Galeon power boats,"Used boat,Unleaded",2015,6.19,2.48,GRP,Switzerland,867
EUR 22520,Deck Boat,Yamarin power boats,new boat from stock,2020,6.25,2.3,GRP,Germany,107
EUR 23640,Bowrider,Nordkapp power boats,new boat from stock,2017,6.06,2.2,GRP,Germany,109
CHF 25500,Sport Boat,Regal power boats,"Used boat,Unleaded",2001,5.78,2.5,GRP,Switzerland,483
EUR 23530,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,4.54,1.85,GRP,Germany,84
EUR 23500,Center console boat,,Used boat,2009,7.05,2.55,,Italy,160
EUR 23500,Trawler,Cascaruda power boats,Diesel,1982,9.3,3.0,Steel,Germany,164
CHF 25000,Pilothouse,Nidelv power boats,"Used boat,Diesel",1988,8.66,3.04,GRP,Switzerland,507
CHF 25000,Sport Boat,Windy power boats,"Used boat,Unleaded",1997,7.85,2.54,GRP,Switzerland,771
CHF 25000,Sport Boat,Wellcraft power boats,Used boat,1992,8.35,2.5,GRP,Switzerland,420
CHF 25000,Classic,Schneiter power boats,Used boat,1965,6.0,1.9,Wood,Switzerland,284
CHF 25000,Fishing Boat,The Captains power boats,new boat on order,2020,6.6,1.85,GRP,Switzerland,888
EUR 23290,Deck Boat,AMT power boats,new boat from stock,2019,5.6,2.25,GRP,Germany,84
CHF 24900,Offshore Boat,Bruno Abbate power boats,"Used boat,Unleaded",1995,9.25,2.65,GRP,Switzerland,273
CHF 25000,Sport Boat,Larson power boats,Used boat,0,6.37,2.6,,Switzerland,163
CHF 26000,Sport Boat,Draco power boats,"Used boat,Unleaded",0,5.8,2.2,GRP,Switzerland,192
CHF 25990,Sport Boat,Faeton power boats,"Used boat,Unleaded",2006,7.3,2.75,GRP,Switzerland,485
EUR 24170,Sport Boat,Yamarin power boats,new boat from stock,2020,5.73,2.2,,Germany,157
DKK 179000,Sport Boat,,new boat from stock,2020,5.25,1.98,,Denmark,125
DKK 179000,Launch,Crescent power boats,new boat from stock,2020,6.0,2.0,,Denmark,65
CHF 26000,Cabin Boat,Nidelv power boats,"Used boat,Unleaded",1995,7.5,2.5,GRP,Switzerland,607
CHF 26000,Sport Boat,Windy power boats,"Used boat,Unleaded",1990,7.55,2.51,GRP,Switzerland,187
CHF 25950,Fishing Boat,ERC power boats,new boat from stock,2020,5.3,2.0,GRP,Switzerland,198
EUR 24000,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2005,7.2,2.53,PVC,France,99
EUR 24000,Motor Yacht,Marex power boats,"Used boat,Diesel",1984,7.68,2.78,GRP,Germany,90
EUR 24000,Pilothouse,Faeton power boats,"Used boat,Unleaded",2003,7.49,2.8,,Italy,118
EUR 24000,Pilothouse,Jeanneau power boats,"Used boat,Diesel",1989,7.5,2.9,PVC,France,104
EUR 24000,Pilothouse,Bayliner power boats,"Used boat,Unleaded",2006,7.26,2.59,PVC,France,87
EUR 24000,Pilothouse,Kelt power boats,"Used boat,Unleaded",1994,6.94,2.35,,France,74
EUR 24000,"Classic,Pontoon Boat",Piantoni power boats,"Used boat,Unleaded",1968,5.65,2.05,Wood,Italy,143
EUR 24000,Pontoon Boat,Sciallino power boats,"Used boat,Diesel",1987,7.5,2.45,GRP,Italy,87
EUR 24900,"Classic,Motor Yacht",Storebro power boats,"Used boat,Unleaded",1961,7.25,2.25,Wood,Germany,199
EUR 24900,Motor Yacht,IMP Boats power boats,"Used boat,Unleaded",1990,8.0,2.5,GRP,Germany,84
EUR 24900,"Classic,Runabout",,"Used boat,Diesel",1937,7.6,2.6,Wood,Netherlands,69
EUR 24900,Sport Boat,Viko power boats,"Used boat,Unleaded",2017,6.1,2.5,GRP,Germany,138
EUR 24900,Pontoon Boat,Cantieri Nautici Ferrario power boats,new boat from stock,2018,6.5,2.4,GRP,Italy,110
EUR 24900,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2019,6.05,2.42,GRP,Italy,69
EUR 24900,Cabin Boat,Formula power boats,"Used boat,Unleaded",1995,8.61,2.9,GRP,Spain,93
EUR 24900,Water ski,Correct Craft power boats,"Used boat,Unleaded",1995,5.0,2.0,GRP,Germany,260
EUR 24900,Motor Yacht,Bella power boats,Used boat,2008,6.5,2.42,GRP,Croatia,119
EUR 24900,Cabin Boat,,Diesel,1970,9.5,3.2,Steel,Germany,128
EUR 24900,"Motor Yacht,Sport Boat,Trawler",Sea Ray power boats,"Used boat,Unleaded",1996,8.9,2.9,GRP,Italy,605
EUR 24900,Cabin Boat,,"Used boat,Unleaded",2013,6.0,1.9,Wood,Germany,129
EUR 24900,Sport Boat,Faeton power boats,"Used boat,Unleaded",2002,7.39,2.66,GRP,Germany,100
EUR 24900,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2007,7.07,2.78,PVC,France,161
EUR 24900,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.05,2.42,GRP,Switzerland,48
EUR 24900,Sport Boat,Bayliner power boats,Used boat,1999,8.44,2.57,,Germany,130
EUR 25000,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1998,7.5,2.5,GRP,Italy,100
EUR 25000,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2007,6.66,2.64,PVC,France,103
EUR 25000,Bowrider,Glastron power boats,"Used boat,Unleaded",2007,6.0,2.0,PVC,Portugal,287
EUR 25000,Sport Boat,,"Used boat,Unleaded",2006,7.8,2.59,GRP,Croatia,127
EUR 25000,Flybridge,Dellapasqua power boats,"Used boat,Unleaded",1996,8.22,2.99,GRP,Italy,169
EUR 25000,Sport Boat,Colombo power boats,"Used boat,Unleaded",1986,6.4,2.2,GRP,Italy,181
EUR 25000,Sport Boat,Saver power boats,Used boat,2001,7.45,2.64,GRP,Italy,94
EUR 25000,Sport Boat,Bayliner power boats,Used boat,1991,9.81,3.41,GRP,Slovenia,197
EUR 25000,Sport Boat,,Used boat,2001,7.5,2.5,GRP,Italy,189
EUR 25000,Launch,,Used boat,2012,6.7,2.3,Aluminium,Netherlands,33
EUR 25000,Motor Yacht,Williams power boats,Used boat,2018,2.85,2.5,,Greece,49
EUR 25000,Pontoon Boat,,"new boat from stock,Unleaded",2017,6.5,3.0,Steel,Germany,72
EUR 25000,Cabin Boat,Scand power boats,Used boat,1983,7.62,2.8,GRP,Netherlands,160
EUR 25000,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,7.65,2.5,GRP,Italy,271
EUR 25000,Launch,Campion power boats,"Used boat,Unleaded",2001,7.38,2.62,GRP,Spain,170
EUR 25000,Flybridge,Raffaelli power boats,"Used boat,Diesel",1979,10.6,3.6,GRP,Italy,231
CHF 28000,Wakeboard/Wakesurf,Malibu power boats,Used boat,0,6.1,2.28,GRP,Switzerland,408
CHF 28000,"Cabin Boat,Motor Yacht",Sea Ray power boats,"Used boat,Unleaded",1996,8.05,2.59,Plastic,Switzerland,1136
EUR 25900,Sport Boat,Marinello power boats,"new boat from stock,Unleaded",2015,5.3,2.3,,Germany,64
EUR 25900,Sport Boat,BÃ©nÃ©teau power boats,new boat from stock,2019,6.43,2.5,,Germany,264
EUR 25900,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1995,8.05,2.59,GRP,Germany,278
EUR 25900,Working Boat,,new boat from stock,0,7.49,2.43,Aluminium,Germany,114
EUR 25900,Fishing Boat,Trophy power boats,"Used boat,Unleaded",2008,7.14,2.57,GRP,Slovenia,195
EUR 25900,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2018,4.89,2.22,,France,86
EUR 25900,Center console boat,Bayliner power boats,"new boat from stock,Unleaded",2018,6.0,2.0,PVC,France,80
EUR 25900,Motor Yacht,Fairline power boats,"Used boat,Diesel",1981,9.9,9.9,GRP,Germany,140
EUR 25900,Sport Boat,Sunseeker power boats,"Used boat,Unleaded",1987,8.26,2.57,GRP,Germany,321
EUR 25900,Sport Boat,Regal power boats,"Used boat,Unleaded",2007,6.7,2.5,PVC,France,165
EUR 25900,Motor Yacht,,Unleaded,1979,10.3,3.25,GRP,Germany,53
EUR 25900,Motor Yacht,Draco power boats,"Used boat,Diesel",1991,6.77,2.28,GRP,Germany,187
EUR 25900,Sport Boat,Sunseeker power boats,Used boat,1987,8.26,2.57,,Germany,167
EUR 25900,Cabin Boat,Chaparral power boats,"Used boat,Unleaded",1995,7.6,2.59,GRP,Germany,217
EUR 26800,Pontoon Boat,Saver power boats,new boat from stock,2020,6.6,2.45,GRP,Italy,94
DKK 199000,Sport Boat,Aquador power boats,Used boat,1996,6.82,2.68,,Denmark,173
CHF 28900,Pilothouse,Drago Boats power boats,"new boat from stock,Unleaded",2017,5.1,2.13,GRP,Switzerland,138
CHF 28900,Center console boat,Morningstar power boats,"new boat from stock,Unleaded",2019,4.98,2.0,Aluminium,Switzerland,173
CHF 28900,Water ski,Nautique power boats,"Used boat,Unleaded",1996,2.32,5.6,GRP,Switzerland,205
CHF 28900,Center console boat,Morningstar power boats,new boat from stock,2019,5.0,2.0,Aluminium,Switzerland,158
CHF 28900,Cabin Boat,Galaxy power boats,"Used boat,Unleaded",1990,8.1,2.45,GRP,Switzerland,654
EUR 26700,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.5,2.4,GRP,Italy,97
EUR 26700,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2020,6.48,2.53,,Italy,104
EUR 26700,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.5,2.4,GRP,Switzerland,137
EUR 26620,Deck Boat,Sessa power boats,new boat from stock,2020,6.1,2.33,GRP,Italy,224
CHF 28500,Bowrider,Clear power boats,"Used boat,Unleaded",2014,6.15,2.2,GRP,Switzerland,549
CHF 28700,Bowrider,Bella power boats,Display Model,2018,5.3,2.2,GRP,Switzerland,198
EUR 26537,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",0,6.59,2.48,GRP,Germany,62
EUR 26537,Center console boat,Jeanneau power boats,new boat from stock,2020,6.77,2.48,GRP,Germany,55
EUR 27300,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.42,2.59,,Italy,85
